MID GAME,-1,0,-0.833333333333333,0.023809523809523725,-3.666666666666666,-7.338596397232777e-10
MID GAME,-1,0,-0.833333333333333,0.16666666666666652,-2.166666666666666,-7.730156514895725e-10
MID GAME,-1,0,-0.833333333333333,0.16666666666666652,-3.166666666666666,-7.730156514895725e-10
MID GAME,-1,0,-0.833333333333333,0.16666666666666652,-2.833333333333332,-8.463645340128778e-10
MID GAME,-1,0,-0.833333333333333,0.16666666666666652,-3.333333333333332,-8.107499116505323e-10
MID GAME,-1,0,-0.833333333333333,0.16666666666666652,-3.666666666666666,-9.771352615928208e-10
MID GAME,-1,0,-0.833333333333333,0.023809523809523725,-3.333333333333332,-7.730156514895725e-10
MID GAME,-1,0,-0.833333333333333,0.023809523809523725,-4.166666666666666,-6.927649565113825e-10
MID GAME,-1,0,-0.833333333333333,0.023809523809523725,-2.166666666666666,-6.927649565113825e-10
MID GAME,-1,0,-0.833333333333333,0.023809523809523725,-3.166666666666666,-7.399629797788521e-10
